FACILITY,DATE,Load Number,CARRIER,CONTAINER ID,DESTINATION CITY,DESTINATION STATE,DD DATE,DD TIME,BILL DATE,BILL TIME,ZDLT LATE CODE,ON TIME? (Y/N),SPLIT? (Y/N),FRESH PRIORITY STO? (Y/N),NOTES/COMMENTS,DETAILED NOTES/COMMENTS,Reminder_x,Escalated?,Date,Shipper,Carrier,Workflow,Alert,Response Time,Raw Response,Goal,Updated data points on FK,Reminder_y,Escalated
Denison,1-Nov,4303691871.0,HLBO,579508,Junction City,KS,10/31/2024,18:30,10/30/2024,22:48,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Denison,1-Nov,4303691889.0,KBTO,13601,Junction City,KS,10/31/2024,18:30,10/30/2024,8:44,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303697457.0,HIRP,87,Cudahy,WI,10/31/2024,18:30,10/31/2024,18:10,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303706101.0,HEYL,22188,EDMONTON,AB,10/31/2024,20:00,10/31/2024,0:34,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Heyl Truck Lines,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Denison,1-Nov,4303709938.0,TAMI,101421,Chillicothe,MO,10/31/2024,22:30,10/31/2024,15:41,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303684512.0,JOFD,8009,DES MOINES,IA,11/1/2024,5:00,10/31/2024,15:04,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303705137.0,PRIJ,190946,JACKSONVILLE,FL,11/1/2024,6:30,10/31/2024,13:50,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,1-Nov,4303684440.0,JOFD,8447,DES MOINES,IA,11/1/2024,9:00,10/31/2024,15:21,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Denison,1-Nov,4303704153.0,HIRS,6587,North East,MD,11/1/2024,14:00,10/31/2024,22:42,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303705745.0,PRIJ,210262,PHARR,TX,11/1/2024,21:30,10/30/2024,17:53,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303565837.0,HIRS,30613,SELINSGROVE,PA,11/2/2024,1:00,10/31/2024,23:08,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,1-Nov,4303705021.0,PRIJ,190182,BLACK MOUNTAIN,NC,11/2/2024,3:00,10/31/2024,23:41,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,1-Nov,4303704768.0,HIRS,40226,MCKEES ROCKS,PA,11/2/2024,15:30,11/1/2024,0:22,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303701883.0,NTWD,5577,Peru,IN,11/3/2024,4:30,11/1/2024,0:26,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,"Nationwide Transportation, Inc. (NTWD)",ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,1-Nov,4303700616.0,PRIJ,201612,CHICAGO,IL,11/3/2024,8:00,10/31/2024,19:09,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303702666.0,ASLO,532471,Cudahy,WI,11/3/2024,8:30,10/31/2024,11:03,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303707656.0,PRIJ,190203,Cudahy,WI,11/3/2024,8:30,10/31/2024,11:05,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303702473.0,HIRP,40206,Saint Charles,IL,11/3/2024,19:30,10/31/2024,9:24,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303691163.0,HIRS,20838,OKLAHOMA CITY,OK,11/4/2024,19:00,10/31/2024,18:01,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,5000262249.0,BITD,12T08,DES MOINES,IA,10/31/2024,17:08,10/31/2024,17:08,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,5000262243.0,HEYL,21062,DES MOINES,IA,10/31/2024,13:36,10/31/2024,13:36,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,5000262238.0,JOFD,8097,DES MOINES,IA,10/31/2024,11:22,10/31/2024,11:22,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Milan,1-Nov,4303679209.0,RDXO,531386,Sioux City,IA,10/31/2024,21:30,10/31/2024,20:59,,Y,N,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Milan,1-Nov,4303679492.0,CPU,,DARTMOUTH,NS,11/1/2024,11:11,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303691291.0,HIRS,,OKLAHOMA CITY,OK,11/3/2024,18:30,,0:00,,Y,N,,Email sent and no response processed,,,,2024-11-05,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Milan,1-Nov,4303692154.0,HIRP,,Sioux City,IA,11/3/2024,21:30,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303693393.0,RDXO,531243,Sioux Center,IA,10/30/2024,22:00,10/30/2024,15:52,,Y,N,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Milan,1-Nov,4303694000.0,RDXO,531184,Sioux Center,IA,10/31/2024,21:00,10/31/2024,22:28,999.0,N,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303698160.0,PRIJ,,LAREDO,TX,11/2/2024,13:30,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303698355.0,CLLQ,,LAREDO,TX,11/2/2024,13:30,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303699579.0,PRIJ,190685,HIDALGO,TX,11/1/2024,18:30,10/30/2024,22:17,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303701884.0,AKHT,53295,Peru,IN,11/3/2024,6:30,11/1/2024,0:49,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303701926.0,PRIJ,232159,Peru,IN,11/3/2024,6:30,10/31/2024,23:21,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702346.0,HIRP,6898,Cudahy,WI,11/4/2024,14:00,10/31/2024,22:10,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702437.0,STVV,19101,Smithfield,VA,11/1/2024,18:30,10/30/2024,10:02,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702486.0,STVV,16341,Smithfield,VA,11/1/2024,18:30,10/30/2024,11:54,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702530.0,STVV,,Smithfield,VA,11/2/2024,18:30,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702546.0,HIRP,91458,Cudahy,WI,11/3/2024,12:00,10/31/2024,9:03,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702650.0,KBTO,11947,Junction City,KS,11/4/2024,1:30,11/1/2024,1:53,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702976.0,CPU,,CORPUS CHRISTI,TX,11/1/2024,11:11,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702982.0,CPU,,ATLANTA,GA,11/1/2024,11:11,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702983.0,CPU,,CORAL GABLES,FL,11/1/2024,11:11,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303702985.0,CPU,,ATLANTA,GA,11/1/2024,11:11,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303704742.0,CLLQ,,SAN ANTONIO,TX,11/2/2024,19:30,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303704788.0,GTDQ,5342,HOUSTON,TX,11/2/2024,15:30,10/31/2024,19:18,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303704789.0,HIRS,6595,HOUSTON,TX,11/2/2024,14:30,10/31/2024,16:56,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303705881.0,HIRS,20907,Wilson,NC,10/31/2024,20:00,10/30/2024,20:30,,Y,N,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Milan,1-Nov,4303706174.0,HIRS,20346,HOUSTON,TX,11/3/2024,12:30,10/31/2024,19:10,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303707548.0,CPU,,DORAL,FL,10/31/2024,11:11,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303707881.0,SHKE,80034,CHILLICOTHE,MO,11/1/2024,4:00,11/1/2024,0:13,,Y,N,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Sharkey Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Milan,1-Nov,4303707982.0,CPU,,DELEGACION BENITO JUAREZ,CMX,10/31/2024,11:11,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303708188.0,CPU,,MISSISSAUGA,ON,11/1/2024,11:11,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303709392.0,HIRS,20165,Wilson,NC,11/2/2024,20:00,10/31/2024,23:41,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303709415.0,HIRS,,Wilson,NC,11/2/2024,20:00,,0:00,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,5000262105.0,SHKE,DM#1/80335,Des Moines,IA,10/30/2024,12:40,10/30/2024,12:40,,Y,N,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,5000262206.0,SHKE,DM#2/80108,Des Moines,IA,10/31/2024,12:50,10/31/2024,12:50,,Y,N,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Sharkey Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Milan,1-Nov,5000262246.0,SHKE,CR#1/80071,Des Moines,IA,10/31/2024,15:19,10/31/2024,15:19,,Y,N,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Sharkey Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Milan,1-Nov,5000262253.0,SHKE,C#3/8694,Chillicothe,MO,10/31/2024,16:55,10/31/2024,16:55,,Y,N,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Sharkey Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Milan,1-Nov,5000262264.0,SHKE,CUT#3/80049,Chillicothe,MO,10/31/2024,20:20,10/31/2024,20:20,,Y,N,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Sharkey Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Milan,1-Nov,4303700819.0,TSL,ECMU7169134,EDGERTON,KS,,,10/31/2024,13:25,,,,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303700937.0,TSL,TTNU8163574,EDGERTON,KS,,,10/30/2024,12:18,,,,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303705652.0,TSL,AMCU9374534,EDGERTON,KS,,,10/30/2024,23:21,,,,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303700817.0,TSL,TEMU9885780,EDGERTON,KS,,,10/31/2024,9:37,,,,,Email not sent,,,,,,,,,,,,,,
Milan,1-Nov,4303705217.0,CPU,ECMU41819299,MIAMI,FL,,,10/31/2024,14:08,,,,,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,5000262349.0,AKHT,53484,Greenfield,IN,11/1/2024,22:47,11/1/2024,22:47,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,4303704773.0,AKHT,5321002,BURGAW,NC,11/3/2024,14:30,10/31/2024,20:11,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303702220.0,AKHT,53556,Wichita,KS,11/4/2024,0:00,11/1/2024,10:23,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,4303697587.0,AKHT,5324625,Cudahy,WI,11/4/2024,10:00,10/31/2024,9:00,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303702306.0,AKHT,5321022,Wichita,KS,11/5/2024,0:00,11/1/2024,15:08,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,5000262341.0,BTDQ,259,Olathe,KS,11/1/2024,12:39,11/1/2024,12:39,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Buhr's Trucking,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,4303706527.0,BTDQ,246,LINCOLN,NE,11/2/2024,7:00,11/1/2024,21:59,,Y,N,N,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Buhr's Trucking,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,4303706904.0,CPU,120,COMMERCE CITY,CO,11/2/2024,11:11,11/1/2024,13:39,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303661228.0,ENGC,26733,HIDALGO,TX,11/2/2024,10:00,11/2/2024,1:14,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,5000262347.0,FRFT,918,Olathe,KS,11/1/2024,18:32,11/1/2024,18:32,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Friend Freightways Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,2-Nov,4303702558.0,FRFT,317,Omaha,NE,11/4/2024,0:30,11/1/2024,10:44,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,5000262069.0,HIRP,30040,Olathe,KS,10/30/2024,11:51,10/30/2024,11:51,,Y,N,Y,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,5000262155.0,HIRP,30780,Olathe,KS,10/30/2024,19:34,10/30/2024,19:34,,Y,N,Y,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,5000262213.0,HIRP,20798,Olathe,KS,10/31/2024,17:33,10/31/2024,17:33,,Y,N,Y,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,5000262351.0,HIRP,91674,Greenfield,IN,11/1/2024,13:26,11/1/2024,13:26,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,2-Nov,4303707202.0,HIRP,95297,DUBUQUE,IA,11/3/2024,20:00,10/31/2024,13:06,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303695324.0,HIRS,469,Tar Heel,NC,11/2/2024,9:30,10/31/2024,12:55,,Y,N,Y,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303706434.0,HIRS,91787,SAN ANTONIO,TX,11/3/2024,17:30,11/2/2024,0:13,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303705889.0,HIRS,30574,Tar Heel,NC,11/4/2024,4:30,11/1/2024,17:30,,Y,N,Y,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303705697.0,HIRS,h20687,Tar Heel,NC,11/4/2024,6:30,11/1/2024,20:48,,Y,N,Y,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,5000262262.0,JOFD,7774,Greenfield,IN,10/31/2024,16:30,10/31/2024,16:30,,Y,N,Y,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,2-Nov,4303702141.0,JOFD,7851,Lincoln,NE,11/4/2024,4:30,11/1/2024,21:37,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303700266.0,MOEE,363,Lincoln,NE,11/4/2024,4:30,11/1/2024,12:30,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303700268.0,MOEE,370,Lincoln,NE,11/5/2024,4:30,11/2/2024,0:57,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303694707.0,MOEE,3049,SIOUX CITY,IA,11/4/2024,1:30,11/2/2024,1:39,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303655656.0,PRIJ,251228,NOGALES,AZ,11/1/2024,18:30,11/1/2024,16:56,,Y,N,N,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,4303666898.0,PRIJ,215160,Salt Lake City,UT,11/2/2024,17:30,11/1/2024,8:01,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303698078.0,PRIJ,247038,MOORE,OK,11/4/2024,6:30,11/1/2024,20:40,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303697649.0,PRIJ,201503,Cudahy,WI,11/5/2024,9:00,11/1/2024,23:36,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,5000262345.0,PTGB,1192,Olathe,KS,11/1/2024,17:23,11/1/2024,17:23,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,5000262390.0,PTGB,1183,Olathe,KS,11/1/2024,23:21,11/1/2024,23:21,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,2-Nov,4303706589.0,PTGB,1185,Omaha,NE,11/4/2024,3:30,10/31/2024,10:42,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,2-Nov,4303702559.0,PTGB,1148,Omaha,NE,11/4/2024,8:30,10/31/2024,20:48,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Clinton,2-Nov,4303707393.0,SHGR,52307,Greenfield,IN,11/1/2024,10:30,10/30/2024,23:06,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Schuster Co.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,2-Nov,4303690892.0,PRIJ,191354,OKLAHOMA CITY,OK,11/2/2024,7:30,11/2/2024,1:30,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303707250.0,PRIJ,180766,Springfield,MA,11/2/2024,16:30,11/1/2024,5:51,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701866.0,PRIJ,232332,Kansas City,MO,11/2/2024,21:00,10/31/2024,11:45,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701867.0,PRIJ,200954,Kansas City,MO,11/2/2024,21:00,10/31/2024,17:44,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701915.0,DMCC,10025,Kansas City,MO,11/2/2024,21:00,10/31/2024,17:48,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303702002.0,DMCC,14242,Kansas City,MO,11/2/2024,21:00,10/31/2024,5:43,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303691073.0,PRIJ,253249,OKLAHOMA CITY,OK,11/3/2024,3:30,11/1/2024,13:03,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701597.0,AKHT,53283,Lincoln,NE,11/3/2024,16:00,11/1/2024,0:53,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701827.0,HIRP,H30127,Lincoln,NE,11/3/2024,16:00,10/31/2024,6:19,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701965.0,AKHT,S5321008,Lincoln,NE,11/3/2024,16:00,11/1/2024,5:23,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,2-Nov,4303702006.0,AKHT,S5322118,Lincoln,NE,11/3/2024,16:00,10/31/2024,22:48,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701957.0,STVV,17538,Kansas City,MO,11/3/2024,17:30,11/1/2024,9:19,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701824.0,PRIJ,215061,Kansas City,MO,11/3/2024,20:00,11/1/2024,9:19,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303702003.0,PRIJ,200815,Kansas City,MO,11/3/2024,20:00,11/1/2024,17:25,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303702786.0,HIRS,T91739,Middlesboro,KY,11/3/2024,20:00,11/2/2024,0:34,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303701868.0,STVV,18597,Kansas City,MO,11/3/2024,21:00,11/1/2024,22:04,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,2-Nov,4303709423.0,PRIJ,241693,Greenfield,IN,11/4/2024,10:30,11/2/2024,0:34,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,2-Nov,4303711262.0,CRED,27553,North East,MD,11/4/2024,12:00,11/1/2024,19:21,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303675857.0,CPU,081 TNS,MOORE,OK,11/1/2024,11:11,11/1/2024,5:15,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303711179.0,CPU,1100 EFFORT,PLANO,TX,11/1/2024,11:11,11/2/2024,1:34,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303705375.0,BTIK,1801,Olathe,KS,11/1/2024,16:00,10/31/2024,12:18,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303697246.0,HIRP,30649,Tar Heel,NC,11/1/2024,16:30,10/30/2024,12:23,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,2-Nov,4303699803.0,STVV,16335,North East,MD,11/1/2024,23:30,10/31/2024,14:06,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Stevens Transport,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,2-Nov,4303698853.0,LSNC,957,Orange City,IA,11/2/2024,3:30,11/2/2024,3:22,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,2-Nov,4303706695.0,PRIJ,201934,OAKLAND,CA,11/2/2024,3:30,10/31/2024,15:03,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,2-Nov,4303697481.0,EHOF,20789,Greenfield,IN,11/2/2024,5:30,10/31/2024,12:52,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Eickhoff Enterprises Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
